,open,high,low,close,volume,symbol,extraction_time
2025-12-02 17:10:00,302.48,302.48,302.3977,302.3977,22,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:15:00,302.3,302.3,301.87,302.05,74,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:20:00,302.05,302.05,301.9,302.01,52,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:25:00,302.01,302.04,302.01,302.04,10,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:30:00,302.3901,302.3901,302.3901,302.3901,1,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:35:00,301.95,302.4999,301.91,302.0,28,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:40:00,302.45,302.45,301.8857,301.91,29,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:45:00,302.0,302.39,301.87,302.02,248,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:50:00,302.19,302.3,302.19,302.3,33,IBM,2025-12-03 07:54:49.477058
2025-12-02 17:55:00,302.3,302.3,302.3,302.3,5,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:00:00,302.14,302.39,301.981,302.39,28,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:05:00,302.4,302.4,302.4,302.4,4,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:10:00,301.9,302.39,301.9,302.39,100,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:15:00,302.03,302.4,302.03,302.4,36,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:20:00,301.9,302.3799,301.9,301.99,80,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:25:00,302.37,302.39,302.29,302.29,10,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:30:00,301.78,302.254,301.78,302.0,964151,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:35:00,302.0,302.0,302.0,302.0,20,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:40:00,301.99,302.01,301.97,302.01,12,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:45:00,302.0,302.09,302.0,302.0,54,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:50:00,302.0,302.0,301.9825,301.9993,410,IBM,2025-12-03 07:54:49.477058
2025-12-02 18:55:00,301.99,302.0,301.98,302.0,139,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:00:00,301.78,302.48,301.78,302.0,964166,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:05:00,302.37,302.37,302.37,302.37,4,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:10:00,301.91,301.91,301.91,301.91,3,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:25:00,301.99,302.01,301.78,301.86,332,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:30:00,301.86,302.43,301.79,301.79,120,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:35:00,301.79,302.3888,301.78,302.3888,738,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:40:00,301.78,302.35,301.78,302.2799,49,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:45:00,301.78,302.39,301.78,302.39,141,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:50:00,301.81,302.15,301.81,302.15,25,IBM,2025-12-03 07:54:49.477058
2025-12-02 19:55:00,302.17,302.39,302.15,302.39,10,IBM,2025-12-03 07:54:49.477058
